size (bytes)  time (seconds)             std
============  ==============             ===
12, 10.4562, 1.29288
24, 7.71033, 0.0150022
36, 7.09536, 0.158613
48, 7.05779, 0.0920044
60, 6.70639, 0.175096
72, 6.79618, 0.0640375
84, 6.36863, 0.140163
96, 6.52198, 0.0864244
108, 6.40022, 0.0616086
120, 6.18454, 0.0138107
132, 6.18283, 0.00730792
144, 6.20476, 0.0138107
156, 6.22776, 0.0281006
168, 6.18724, 0.016341
180, 6.26697, 0.0209449
192, 6.18796, 0.0470375
204, 6.06846, 0.00851347
216, 6.06693, 0.0117188
228, 6.17083, 0.00805294
240, 6.10677, 0.0078125
252, 6.21288, 0.0177938
264, 6.19452, 0.00585938
276, 6.13879, 0.0123526
288, 6.77331, 0.252006
300, 7.09744, 0.0101487
312, 7.38233, 0.00390625
324, 6.78491, 0.00276214
336, 6.98396, 0.00276214
348, 7.11491, 0
360, 6.87517, 0.0173598
372, 7.22749, 0.00756442
384, 7.29206, 0
396, 7.13378, 0.00338291
408, 6.90334, 0.00436732
420, 6.93837, 0
432, 6.92516, 0.00195312
444, 7.07911, 0.00338291
456, 7.04831, 0.0143525
468, 6.98749, 0.0136719
480, 6.95161, 0
492, 6.95616, 0.00585938
504, 6.45455, 0
516, 7.01725, 0.00585938
528, 7.07681, 0.00338291
540, 6.9638, 0.00195312
552, 6.7867, 0
564, 6.54977, 0.00195312
576, 6.53606, 0.00195312
588, 6.88379, 0.00195312
600, 7.06218, 0
612, 6.74854, 0.00195312
624, 6.41316, 0.00195312
636, 6.56256, 0
648, 6.62171, 0.00276214
660, 6.98608, 0.00195312
672, 6.88867, 0.00390625
684, 6.54952, 0.00338291
696, 6.80636, 0.0482782
708, 6.65137, 0.0135316
720, 6.8065, 0.023027
732, 6.60758, 0.0561332
744, 6.6428, 0.0524442
756, 6.84043, 0.255531
768, 6.48369, 0.0146158
780, 6.57775, 0.0117188
792, 6.51254, 0.00730792
804, 6.6073, 0.0316744
816, 6.47073, 0.0105179
828, 6.4705, 0.00478416
840, 6.69823, 0.00704209
852, 6.47034, 0.0217491
864, 6.69497, 0.0176863
876, 6.60623, 0.0125061
888, 6.44591, 0.0188353
900, 6.48843, 0.00730792
912, 6.42264, 0.0135316
924, 6.61703, 0.140177
936, 6.63907, 0.033546
948, 6.4771, 0.00873464
960, 6.46766, 0.00895034
972, 6.47613, 0.0126577
984, 6.3786, 0.00956832
996, 6.51984, 0.0242376
1008, 6.43971, 0.00936686
1020, 6.49501, 0.00956832
1032, 6.31346, 0.00828641
1044, 6.46854, 0.0236804
1056, 6.20333, 0.00617632
1068, 6.52706, 0.00756442
1080, 6.42876, 0.0120399
1092, 6.36738, 0.0128075
1104, 6.41125, 0.00805294
1116, 6.37914, 0.00916097
1128, 6.39388, 0.00552427
1140, 6.51406, 0.0125061
1152, 6.39875, 0.00828641
1164, 6.48977, 0.00276214
1176, 6.45183, 0.00756442
1188, 6.30053, 0.01339
1200, 6.30934, 0.0202975
1212, 6.30924, 0.00916097
1332, 6.40519, 0.00895034
1452, 6.51855, 0.00436732
1572, 6.29043, 0.00585938
1692, 6.30952, 0.00828641
1812, 6.30419, 0.0110485
1932, 6.3779, 0.0146158
2052, 6.2944, 0.00704209
2172, 6.18347, 0.0341657
2292, 6.21589, 0.0302577
2412, 6.2105, 0.00516748
2532, 6.30758, 0.0146158
2652, 6.28279, 0.136997
2772, 6.2421, 0.0165728
2892, 6.23885, 0.0228607
3012, 6.25358, 0.0391113
