size (bytes)  time (seconds)             std
============  ==============             ===
3132, 6.26156, 0.0121973
3252, 6.25939, 0
3372, 6.23134, 0.0078125
3492, 6.22809, 0
3612, 6.23268, 0.0129556
3732, 6.1663, 0.00276214
3852, 6.18041, 0.00276214
3972, 6.23882, 0.0144848
4092, 6.16807, 0.00478416
4212, 6.18861, 0.00704209
4332, 6.22824, 0.013102
4452, 6.20537, 0.00895034
4572, 6.17525, 0.00873464
4692, 6.20893, 0.0648367
4812, 6.19966, 0.0231097
4932, 6.19919, 0.0136719
5052, 6.22426, 0
5172, 6.24247, 0.0194333
5292, 6.23329, 0.0110485
5412, 6.17301, 0.0182175
5532, 6.15689, 0.00756442
5652, 6.20385, 0.0259111
5772, 6.17317, 0.00895034
5892, 6.19216, 0.0183219
6012, 6.20261, 0.0146158
6132, 6.20019, 0.0115548
6252, 6.20075, 0.00873464
6372, 6.2171, 0.0202975
6492, 6.22035, 0.0105179
6612, 6.18528, 0.0108745
6732, 6.1547, 0.00976562
6852, 6.23952, 0.00647778
6972, 6.19136, 0.0113886
7092, 6.2267, 0.00676582
7212, 6.20647, 0.0117188
7332, 6.14717, 0.0132467
7452, 6.19881, 0.020762
7572, 6.18079, 0.00276214
7692, 6.17022, 0.0125061
7812, 6.12737, 0.0330303
7932, 6.2053, 0.0340539
8052, 6.21735, 0.0501006
8172, 6.21315, 0.0150022
8292, 6.18262, 0.0135316
8412, 6.18942, 0.0138107
8532, 6.15831, 0.00805294
8652, 6.14647, 0.203153
8772, 6.15308, 0.0078125
8892, 6.17537, 0.00516748
9012, 6.20499, 0.0138107
9132, 6.21574, 0.00276214
9252, 6.14248, 0.00276214
9372, 6.18238, 0.01339
9492, 6.20289, 0
9612, 6.18643, 0.0105179
9732, 6.16914, 0.00338291
9852, 6.17163, 0
9972, 6.21132, 0.194441
10092, 6.20362, 0.0157466
10212, 6.20402, 0.00478416
10332, 6.17941, 0.0139481
10452, 6.19308, 0.00916097
10572, 6.21407, 0.0136719
10692, 6.21936, 0.0181125
10812, 6.16707, 0.0158673
10932, 6.19648, 0.00873464
11052, 6.21511, 0.0112198
11172, 6.14978, 0.0078125
11292, 6.17107, 0.00805294
11412, 6.17719, 0.0078125
11532, 6.21774, 0.0112198
11652, 6.17994, 0.00956832
11772, 6.20152, 0.0165728
11892, 6.1978, 0.0126577
12012, 6.2012, 0.0120399
12132, 6.20705, 0.0152544
12252, 6.14088, 0.00873464
12372, 6.07546, 0.14703
12492, 6.18461, 0.00828641
12612, 6.16421, 0.0123526
12732, 6.19799, 0.0110485
12852, 6.24469, 0.0706103
12972, 6.2441, 0.0769194
13092, 6.25139, 0.0385216
13212, 6.27492, 0.0270633
14412, 6.27037, 0.0393544
15612, 6.26241, 0.0354265
16812, 6.36946, 0.0575095
18012, 6.4259, 0.1891
19212, 6.38108, 0.010335
20412, 6.38927, 0
21612, 6.40916, 0.00478416
22812, 6.44573, 0.0165728
24012, 6.46691, 0.0078125
25212, 6.48398, 0.025615
26412, 6.46533, 0.00936686
27612, 6.45767, 0.0203912
28812, 6.43342, 0.0110485
30012, 6.41121, 0.0260579
31212, 6.40699, 0.0136719
32412, 6.39647, 0.00895034
33612, 6.38281, 0.00338291
34812, 6.37703, 0.00976562
36012, 6.48973, 0.0239208
37212, 6.47532, 0.0153789
38412, 6.45258, 0.00552427
39612, 6.44697, 0.00647778
40812, 6.4386, 0.0175781
42012, 6.4074, 0.0306958
43212, 6.40758, 0.0136719
44412, 6.44359, 0.0453024
45612, 6.40466, 0.00552427
46812, 6.39489, 0.00704209
48012, 6.41271, 0.014219
49212, 6.40488, 0.00704209
50412, 6.40143, 0.00828641
51612, 6.40073, 0.00390625
52812, 6.40235, 0.0180069
54012, 6.3629, 0.0346645
55212, 6.39255, 0.00976562
56412, 6.38924, 0.00478416
57612, 6.39921, 0.0209449
58812, 6.38943, 0.00873464
60012, 6.38889, 0.0140842
61212, 6.40639, 0.00936686
62412, 6.39841, 0.0165728
63612, 6.40361, 0.0189363
64812, 6.39699, 0.0106977
66012, 6.38677, 0.0191366
67212, 6.38801, 0.00805294
68412, 6.39393, 0.0169146
69612, 6.38745, 0.00756442
70812, 6.38961, 0.00805294
72012, 6.39755, 0.0135316
73212, 6.39278, 0.00828641
74412, 6.39533, 0.00956832
75612, 6.39695, 0.0128075
76812, 6.3371, 0.141625
78012, 6.38667, 0
79212, 6.40932, 0.0210358
80412, 6.43859, 0.0532025
81612, 6.3897, 0.0126577
82812, 6.38722, 0.0164573
84012, 6.37897, 0.0078125
85212, 6.39786, 0.015987
86412, 6.38938, 0.0110485
87612, 6.40585, 0.0150022
88812, 6.39002, 0.00436732
90012, 6.3996, 0.0157466
91212, 6.38644, 0.0105179
92412, 6.38106, 0.0157466
93612, 6.39017, 0.014219
94812, 6.38529, 0
96012, 6.39091, 0.015987
97212, 6.39253, 0.0136719
98412, 6.39496, 0.0128075
99612, 6.39528, 0.0113886
100812, 6.34042, 0.126245
102012, 6.45194, 0.247685
103212, 6.39446, 0.0250883
104412, 6.39226, 0.0108745
105612, 6.38645, 0.0146158
106812, 6.38743, 0.0113886
108012, 6.38296, 0.00585938
109212, 6.39311, 0.00647778
110412, 6.38638, 0.00647778
111612, 6.39205, 0.00976562
112812, 6.39082, 0.0150022
114012, 6.37988, 0.00936686
115212, 6.38803, 0.0112198
116412, 6.38763, 0.0175781
117612, 6.4065, 0.0250122
118812, 6.38959, 0.0120399
120012, 6.39012, 0.010335
121212, 6.38881, 0.00730792
122412, 6.39348, 0.00916097
123612, 6.39507, 0.0115548
124812, 6.27527, 0.301939
126012, 6.4308, 0.0451337
127212, 6.40576, 0.0285718
128412, 6.41044, 0.0463018
129612, 6.4026, 0.0204845
130812, 6.39409, 0.0118804
132012, 6.39031, 0.0168014
133212, 6.39343, 0.0153789
145212, 6.40697, 0.0105179
157212, 6.38619, 0.0287713
169212, 6.40687, 0.0152544
181212, 6.39951, 0.0078125
193212, 6.40754, 0.0192361
205212, 6.40893, 0.00976562
217212, 6.39732, 0.0128075
229212, 6.40614, 0.00995902
241212, 6.45793, 0.0158673
253212, 6.45641, 0.00516748
265212, 6.46942, 0.00895034
277212, 6.4802, 0.0165728
289212, 6.47971, 0.00916097
301212, 6.48262, 0.00585938
313212, 6.48632, 0.010335
325212, 6.48979, 0.0125061
337212, 6.49423, 0.0120399
349212, 6.49897, 0.0126577
361212, 6.44451, 0.157321
373212, 6.56249, 0.165763
385212, 6.51128, 0.0161059
397212, 6.50631, 0.01339
409212, 6.50934, 0.0126577
421212, 6.51647, 0.0152544
433212, 6.53562, 0.162145
445212, 6.6388, 0.0227772
457212, 6.64979, 0.0110485
469212, 6.68119, 0.0318545
481212, 6.68984, 0.00873464
493212, 6.69509, 0.00195312
505212, 6.71498, 0.00276214
517212, 6.73033, 0.0112198
529212, 6.74782, 0.00195312
541212, 6.76274, 0.00895034
553212, 6.77055, 0.00338291
565212, 6.78717, 0.00390625
577212, 6.80442, 0.0108745
589212, 6.8099, 0.00195312
601212, 6.81991, 0.00276214
613212, 6.83205, 0.00390625
625212, 6.84073, 0.0678272
637212, 6.80927, 0.0135316
649212, 6.79557, 0.00647778
661212, 6.78111, 0.00676582
673212, 6.78389, 0.00805294
685212, 6.77984, 0.010335
697212, 6.77501, 0.00647778
709212, 6.77083, 0.00730792
721212, 6.76075, 0.00276214
733212, 6.76212, 0.0129556
745212, 6.75881, 0.0129556
757212, 6.75253, 0.00276214
769212, 6.74836, 0.00390625
781212, 6.74133, 0.0175781
793212, 6.73658, 0.0117188
805212, 6.73692, 0.016341
817212, 6.73503, 0.0202033
829212, 6.72582, 0.0151288
841212, 6.66126, 0.157381
853212, 6.77785, 0.169292
865212, 6.71196, 0.0106977
877212, 6.71399, 0.0213954
889212, 6.70584, 0.0151288
901212, 6.69552, 0.00478416
913212, 6.68955, 0.00436732
925212, 6.68566, 0.00276214
937212, 6.68715, 0.00828641
949212, 6.68947, 0.0121973
961212, 6.68228, 0.0106977
973212, 6.68472, 0.0123526
985212, 6.67682, 0.0106977
997212, 6.60756, 0.166772
1009212, 6.73024, 0.166188
1021212, 6.66503, 0.00956832
1033212, 6.67051, 0.0209449
1045212, 6.66748, 0.0162239
1057212, 6.65447, 0.00276214
1069212, 6.65591, 0.00976562
1081212, 6.6481, 0.00276214
1093212, 6.64794, 0.00338291
1105212, 6.65157, 0.00936686
1117212, 6.65078, 0.0105179
1129212, 6.64065, 0.00338291
1141212, 6.64715, 0.00516748
1153212, 6.64342, 0.00873464
1165212, 6.6469, 0.0165728
1177212, 6.64724, 0.0152544
1189212, 6.63667, 0.00436732
1201212, 6.6364, 0.00916097
1213212, 6.63541, 0
1225212, 6.63558, 0.00276214
1237212, 6.6378, 0.0144848
1249212, 6.63335, 0.00756442
1261212, 6.63325, 0.0117188
1273212, 6.63212, 0.0120399
1285212, 6.62537, 0.0078125
1297212, 6.62458, 0.00873464
1309212, 6.61842, 0.00276214
1321212, 6.61562, 0.00276214
1333212, 6.61492, 0.00617632
1453212, 6.60482, 0.00676582
1573212, 6.60574, 0.0369549
1693212, 6.58878, 0.0112198
1813212, 6.60794, 0.0151288
1933212, 6.62101, 0.0162239
2053212, 6.65713, 0.0136719
2173212, 6.70912, 0.00756442
2293212, 6.71358, 0.010335
2413212, 6.71993, 0.0164573
2533212, 6.75398, 0.00647778
2653212, 6.77648, 0.0169146
2773212, 6.77471, 0.00676582
2893212, 6.7857, 0.0120399
3013212, 6.80674, 0.0171386
3133212, 6.80772, 0.00195312
3253212, 6.81883, 0.00390625
3373212, 6.81901, 0.00704209
3493212, 6.81199, 0.00195312
3613212, 6.82857, 0
3733212, 6.82941, 0.00276214
3853212, 6.83696, 0.00895034
3973212, 6.83267, 0.00195312
4093212, 6.84167, 0.00195312
4213212, 6.83862, 0.00276214
4333212, 6.83846, 0.00276214
4453212, 6.83817, 0.00276214
4573212, 6.83865, 0.00195312
4693212, 6.83592, 0.00552427
4813212, 6.8379, 0.00338291
4933212, 6.83422, 0
5053212, 6.86344, 0.0498717
5173212, 6.8261, 0.0278277
5293212, 6.83761, 0.021573
5413212, 6.83282, 0.00195312
5533212, 6.82242, 0.00195312
5653212, 6.82065, 0
5773212, 6.8233, 0.0132467
5893212, 6.81651, 0
6013212, 6.81528, 0.01339
6133212, 6.81113, 0.00276214
6253212, 6.81329, 0.00195312
6373212, 6.81425, 0
6493212, 6.81023, 0
6613212, 6.87252, 0.141598
6733212, 6.81767, 0.0106977
6853212, 6.82064, 0.010335
6973212, 6.81604, 0.00873464
7093212, 6.82135, 0.00873464
7213212, 6.81634, 0.0105179
7333212, 6.81453, 0.00873464
7453212, 6.81789, 0.00828641
7573212, 6.8165, 0.00676582
7693212, 6.81795, 0.00756442
7813212, 6.81788, 0
7933212, 6.82063, 0.00195312
8053212, 6.82622, 0.0108745
8173212, 6.82649, 0.00436732
8293212, 6.83606, 0.00195312
8413212, 6.86667, 0.0101487
8533212, 6.86999, 0
8653212, 6.87194, 0.00276214
8773212, 6.86343, 0.00338291
8893212, 6.85801, 0.00276214
9013212, 6.85693, 0.00756442
9133212, 6.88382, 0.00338291
9253212, 6.88012, 0.00390625
9373212, 6.88127, 0.00552427
9493212, 6.92039, 0.0363827
9613212, 6.93765, 0.00552427
9733212, 6.95886, 0.00704209
9853212, 7.00787, 0.00730792
9973212, 7.05065, 0.00676582
10093212, 7.11049, 0.00956832
10213212, 7.1406, 0.00436732
10333212, 7.1566, 0.00617632
10453212, 7.19969, 0.00552427
10573212, 7.20926, 0.0139481
10693212, 7.2228, 0.0173598
10813212, 7.26247, 0.00585938
10933212, 7.29321, 0.0112198
11053212, 7.32823, 0.0172495
11173212, 7.34024, 0.0135316
11293212, 7.37708, 0.0078125
11413212, 7.37748, 0.00617632
11533212, 7.39253, 0.0128075
11653212, 7.37519, 0.0078125
11773212, 7.4087, 0.0285718
11893212, 7.39706, 0.0125061
12013212, 7.39166, 0.0125061
12133212, 7.41049, 0.0128075
12253212, 7.4046, 0.0136719
12373212, 7.43903, 0.00995902
12493212, 7.44014, 0.0118804
12613212, 7.43905, 0.0115548
12733212, 7.44569, 0.0129556
12853212, 7.43909, 0.010335
12973212, 7.42941, 0.0110485
13093212, 7.43866, 0.0112198
13213212, 7.43599, 0.0202033
